"player_name";"team_id";"team_abbr";"max_game_date";"GP";"W";"L";"W_PCT";"MIN";"FGM";"FGA";"FG_PCT";"FG3M";"FG3A";"FG3_PCT";"FTM";"FTA";"FT_PCT";"OREB";"DREB";"REB";"AST";"TOV";"STL";"BLK";"BLKA";"PF";"PFD";"PTS";"PLUS_MINUS";"NBA_FANTASY_PTS";"DD2";"TD3";"WNBA_FANTASY_PTS";"GP_RANK";"W_RANK";"L_RANK";"W_PCT_RANK";"MIN_RANK";"FGM_RANK";"FGA_RANK";"FG_PCT_RANK";"FG3M_RANK";"FG3A_RANK";"FG3_PCT_RANK";"FTM_RANK";"FTA_RANK";"FT_PCT_RANK";"OREB_RANK";"DREB_RANK";"REB_RANK";"AST_RANK";"TOV_RANK";"STL_RANK";"BLK_RANK";"BLKA_RANK";"PF_RANK";"PFD_RANK";"PTS_RANK";"PLUS_MINUS_RANK";"NBA_FANTASY_PTS_RANK";"DD2_RANK";"TD3_RANK";"WNBA_FANTASY_PTS_RANK"
"Kawhi Leonard";1610612746;"LAC";"2024-03-31";68;44;24;0.647;2330.04;610;1162;0.525;140;336;0.417;253;286;0.885;84;332;416;244;119;111;59;30;97;287;1613;392;2869;4;1;2753;3;6;12;10;3;2;2;1;2;2;2;6;6;3;4;7;5;4;4;5;2;6;6;4;2;6;3;9;1;2
"Kira Lewis Jr.";1610612762;"UTA";"2024-04-02";10;1;9;0.1;74.89333333333333;10;24;0.417;2;10;0.2;5;6;0.833;4;4;8;14;5;2;1;0;3;5;27;-18;62;0;0;57;5;5;3;5;5;5;5;2;4;5;4;5;5;4;4;5;5;5;5;5;3;1;2;5;5;4;5;1;1;5
"Kira Lewis Jr.";1610612740;"NOP";"2024-01-13";15;9;6;0.6;143.56;16;52;0.308;2;20;0.1;10;11;0.909;4;10;14;18;8;5;1;4;8;8;44;-19;98;0;0;90;4;3;2;1;4;4;4;5;4;4;5;3;4;1;4;4;4;4;4;4;3;3;3;4;4;5;4;1;1;4
"E.J. Liddell";1610612740;"NOP";"2024-01-27";8;3;5;0.375;23.08333333333333;1;6;0.167;0;5;0.0;2;2;1.0;0;5;5;1;2;2;2;0;2;1;4;-4;22;0;0;18;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Dereck Lively II";1610612742;"DAL";"2024-03-31";55;35;20;0.636;1294.2816666666668;221;296;0.747;0;2;0.0;41;81;0.506;135;243;378;60;50;36;77;20;144;75;483;144;1316;8;0;1147;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Kevon Looney";1610612744;"GSW";"2024-04-02";68;39;29;0.574;1117.9533333333334;128;211;0.607;0;1;0.0;51;75;0.68;132;258;390;128;47;24;23;22;146;67;307;-24;1061;1;0;919;4;6;7;6;5;4;4;3;7;7;7;4;5;2;4;3;4;3;3;5;5;5;6;4;4;8;4;3;1;4
"Trey Lyles";1610612758;"SAC";"2024-04-02";51;31;20;0.608;1013.1233333333332;127;281;0.452;75;193;0.389;46;66;0.697;52;172;224;63;34;14;16;11;80;62;375;132;794;0;0;797;7;6;3;2;7;8;8;6;3;5;1;8;8;8;6;8;8;6;8;8;8;2;3;6;8;1;8;9;1;8
"Terance Mann";1610612746;"LAC";"2024-04-02";68;43;25;0.632;1724.3333333333333;217;443;0.49;66;193;0.342;70;85;0.824;78;145;223;111;42;37;15;27;128;71;570;40;1118;1;0;1074;3;3;3;3;3;3;3;3;3;3;5;4;4;2;2;4;4;3;3;3;3;2;3;4;3;2;3;3;1;3
"Tre Mann";1610612766;"CHA";"2024-04-01";21;7;14;0.333;641.995;92;206;0.447;28;80;0.35;28;38;0.737;13;85;98;105;41;29;1;14;37;51;240;-102;564;0;0;531;3;4;2;3;3;3;3;2;3;3;3;3;3;4;3;3;3;2;3;3;3;2;2;3;3;3;3;2;2;3
"Tre Mann";1610612760;"OKC";"2024-01-11";13;11;2;0.846;119.43833333333332;20;40;0.5;8;19;0.421;1;1;1.0;4;20;24;20;9;3;0;0;3;3;49;-5;108;0;0;107;4;3;1;1;4;4;4;1;4;4;1;4;4;1;4;4;4;4;4;4;4;1;1;4;4;2;4;2;2;4
"Lauri Markkanen";1610612762;"UTA";"2024-03-27";55;22;33;0.4;1819.746666666667;427;890;0.48;175;439;0.399;249;277;0.899;122;327;449;110;77;50;26;45;100;243;1278;21;2133;19;0;2164;4;4;4;3;4;2;2;3;2;2;2;2;2;1;2;4;4;2;5;1;5;4;3;2;2;3;2;3;1;2
"Cody Martin";1610612766;"CHA";"2024-03-01";28;7;21;0.25;752.9916666666667;82;215;0.381;27;86;0.314;20;33;0.606;19;90;109;104;44;32;18;19;48;41;211;-157;604;1;0;551;4;4;2;5;4;4;2;5;2;2;2;4;4;3;4;4;4;2;2;4;2;4;2;4;3;5;4;1;1;4
"Bennedict Mathurin";1610612754;"IND";"2024-03-05";59;33;26;0.559;1538.39;296;663;0.446;80;214;0.374;184;224;0.821;60;174;234;119;97;35;14;74;117;165;856;-92;1365;3;0;1387;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;2;1;1;1;2;2;1;2;1;1;2
"Miles McBride";1610612752;"NYK";"2024-04-02";62;37;25;0.597;1171.47;185;404;0.458;98;233;0.421;39;45;0.867;26;57;83;99;27;46;7;20;98;53;507;-2;887;0;0;893;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;3;1;1;3;1;1;1;1
"JaVale McGee";1610612758;"SAC";"2024-03-26";43;26;17;0.605;326.51166666666666;75;124;0.605;1;5;0.2;25;43;0.581;39;78;117;15;32;13;20;5;45;38;176;-5;406;0;0;375;10;7;7;8;15;15;15;8;5;6;6;12;13;14;13;14;13;11;12;12;15;4;5;14;14;8;14;12;2;13
"Bryce McGowens";1610612766;"CHA";"2024-04-01";54;9;45;0.167;801.3616666666667;89;198;0.449;30;91;0.33;54;71;0.761;16;77;93;46;26;20;7;14;72;67;262;-193;498;0;0;485;1;2;2;2;1;1;2;1;1;1;1;2;2;1;2;1;1;2;2;1;1;1;2;2;1;2;1;1;1;1
"Brandon Miller";1610612766;"CHA";"2024-04-01";68;16;52;0.235;2196.23;434;997;0.435;167;448;0.373;121;149;0.812;58;235;293;162;118;59;37;43;173;177;1156;-456;1921;1;0;1970;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Jordan Miller";1610612746;"LAC";"2024-03-17";8;5;3;0.625;28.191666666666663;5;9;0.556;1;2;0.5;2;2;1.0;3;2;5;0;1;0;0;2;2;1;13;-13;18;0;0;19;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Josh Minott";1610612750;"MIN";"2024-03-29";26;20;6;0.769;70.36166666666666;12;27;0.444;2;8;0.25;12;14;0.857;3;10;13;4;2;4;5;2;7;8;38;1;85;0;0;75;1;1;1;1;2;2;2;2;1;1;2;1;1;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;1;2
"Davion Mitchell";1610612758;"SAC";"2024-04-02";65;39;26;0.6;933.1683333333332;122;263;0.464;47;131;0.359;24;33;0.727;16;63;79;112;37;16;3;8;76;43;315;-90;598;0;0;591;3;2;1;1;3;3;3;1;3;3;1;3;2;2;2;3;3;3;3;3;3;1;1;3;3;2;3;2;1;3
"Malik Monk";1610612758;"SAC";"2024-03-29";72;42;30;0.583;1872.3066666666664;396;893;0.443;148;423;0.35;170;205;0.829;28;184;212;370;150;45;39;55;156;167;1110;10;2021;2;0;2008;4;2;2;2;2;1;1;3;2;2;4;2;2;4;3;2;2;1;1;3;1;7;7;1;1;4;1;1;1;1
"Moses Moody";1610612744;"GSW";"2024-04-02";59;33;26;0.559;1020.6183333333332;176;378;0.466;65;182;0.357;64;80;0.8;60;118;178;47;40;39;23;28;77;73;481;82;911;0;0;895;2;3;2;3;1;1;1;2;1;1;3;1;1;1;1;1;1;2;1;1;1;3;3;1;1;1;1;1;1;1
"Wendell Moore Jr.";1610612750;"MIN";"2024-03-29";19;15;4;0.789;52.64833333333333;5;11;0.455;0;4;0.0;0;0;0.0;0;7;7;2;3;5;1;0;4;0;10;-25;36;0;0;31;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;1;1;2
"Markieff Morris";1610612742;"DAL";"2024-03-31";22;13;9;0.591;173.37166666666667;20;54;0.37;13;34;0.382;3;4;0.75;4;27;31;12;10;5;1;2;11;7;56;-41;119;0;0;124;14;11;4;3;16;16;16;17;14;16;3;16;16;11;16;16;16;15;14;15;15;4;1;16;16;12;16;14;1;16
"Keegan Murray";1610612758;"SAC";"2024-04-02";70;41;29;0.586;2333.4666666666667;401;867;0.463;159;442;0.36;95;116;0.819;91;283;374;117;60;72;52;37;190;91;1056;121;1992;6;0;1954;2;2;1;2;2;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1
"Andrew Nembhard";1610612754;"IND";"2024-04-01";62;37;25;0.597;1530.9583333333333;241;484;0.498;56;155;0.361;39;49;0.796;34;94;128;255;93;57;5;20;127;80;577;53;1206;1;0;1140;2;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;1;2
"Aaron Nesmith";1610612754;"IND";"2024-04-01";66;37;29;0.561;1822.76;289;587;0.492;134;312;0.429;92;122;0.754;58;190;248;99;59;61;47;50;219;128;804;143;1515;1;0;1501;2;1;3;2;1;1;2;1;1;2;1;2;2;4;2;2;2;1;2;1;1;4;3;2;1;1;1;1;1;1
"Frank Ntilikina";1610612766;"CHA";"2024-01-31";5;0;5;0.0;42.9;1;9;0.111;1;8;0.125;2;2;1.0;1;5;6;4;1;0;0;0;4;1;5;-1;17;0;0;16;7;7;1;7;7;7;7;7;7;7;7;7;7;1;7;7;7;7;7;7;7;1;1;7;7;3;7;3;1;7
"Josh Okogie";1610612756;"PHX";"2024-03-29";56;34;22;0.607;948.7316666666668;84;203;0.414;28;93;0.301;76;102;0.745;73;78;151;64;35;47;23;18;68;98;272;19;724;0;0;655;5;2;1;1;5;5;5;2;5;5;2;5;5;3;3;5;5;4;5;5;5;2;2;5;5;3;5;3;1;5
"Chris Paul";1610612744;"GSW";"2024-04-02";51;28;23;0.549;1335.256666666667;180;403;0.447;69;180;0.383;41;50;0.82;18;182;200;348;60;58;3;10;91;54;470;71;1355;5;0;1209;18;18;9;16;19;19;19;15;14;15;6;19;19;18;19;17;18;19;19;19;18;3;1;19;19;16;19;19;12;19
"Brandin Podziemski";1610612744;"GSW";"2024-04-02";67;36;31;0.537;1790.105;243;545;0.446;81;218;0.372;47;76;0.618;108;282;390;251;81;58;13;30;116;113;614;248;1591;7;0;1478;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Aleksej Pokusevski";1610612766;"CHA";"2024-04-01";11;3;8;0.273;209.86666666666667;25;62;0.403;7;25;0.28;12;16;0.75;12;33;45;21;9;12;6;4;9;12;69;-59;200;0;0;178;4;5;2;5;4;4;4;3;4;4;4;4;4;1;4;4;4;4;4;4;4;2;2;4;4;3;4;4;2;4
"Aleksej Pokusevski";1610612760;"OKC";"2024-02-10";10;8;2;0.8;60.45;4;16;0.25;2;11;0.182;2;4;0.5;2;8;10;5;3;1;1;0;5;2;12;-34;35;0;0;33;5;4;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;5;5;1;5;4;2;5
"Jordan Poole";1610612764;"WAS";"2024-04-02";74;15;59;0.203;2203.29;453;1102;0.411;167;522;0.32;181;207;0.874;29;169;198;311;178;81;25;71;238;200;1254;-506;2098;3;0;2142;3;4;5;5;3;3;2;4;3;3;4;3;3;3;3;3;3;2;3;1;1;4;5;3;3;5;3;1;1;3
"Kristaps Porzingis";1610612738;"BOS";"2024-04-01";53;40;13;0.755;1581.99;362;709;0.511;102;280;0.364;246;286;0.86;90;278;368;106;85;36;98;16;147;268;1072;408;1990;10;0;1916;5;1;2;1;5;6;6;1;4;4;5;2;2;3;5;6;6;2;6;5;6;2;5;3;5;1;5;6;1;5
"Dwight Powell";1610612742;"DAL";"2024-04-02";59;36;23;0.61;771.865;68;99;0.687;1;2;0.5;61;86;0.709;85;106;191;78;29;23;19;12;105;99;198;49;641;1;0;552;7;3;5;4;9;9;9;3;9;10;1;9;9;8;6;9;9;4;9;9;9;3;4;9;9;5;9;6;1;9
"Payton Pritchard";1610612738;"BOS";"2024-04-01";75;59;16;0.787;1619.743333333333;238;531;0.448;128;338;0.379;40;50;0.8;65;174;239;230;53;32;6;19;97;55;644;354;1337;1;0;1317;1;1;1;1;1;1;1;1;1;1;3;1;1;3;1;1;1;1;1;2;2;3;3;1;1;1;1;1;2;1
"Olivier-Maxence Prosper";1610612742;"DAL";"2024-03-31";35;21;14;0.6;263.3233333333333;26;75;0.347;8;34;0.235;23;34;0.676;20;44;64;20;5;5;3;5;17;22;83;-51;209;0;0;191;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Neemias Queta";1610612738;"BOS";"2024-03-22";26;22;4;0.846;295.76666666666665;51;83;0.614;0;0;0.0;17;24;0.708;46;61;107;14;10;11;15;9;46;21;119;114;336;2;0;292;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1;1;1;1;1;1;1
"Nick Richards";1610612766;"CHA";"2024-03-31";64;13;51;0.203;1701.986666666667;249;362;0.688;0;1;0.0;129;176;0.733;168;358;526;51;69;24;74;37;165;153;627;-429;1560;19;0;1400;2;3;4;4;1;1;1;1;2;1;2;2;2;2;1;1;1;1;1;1;1;3;4;2;1;4;1;1;1;1
"Josh Richardson";1610612748;"MIA";"2024-02-11";43;24;19;0.558;1102.83;154;347;0.444;66;190;0.347;51;54;0.944;18;103;121;105;36;24;14;9;76;52;425;-107;806;0;0;793;8;7;4;5;7;7;7;3;7;7;8;8;9;2;9;6;7;7;8;10;8;4;4;9;8;10;8;3;1;8
"Jerome Robinson";1610612744;"GSW";"2024-03-29";19;14;5;0.737;68.6;9;29;0.31;2;15;0.133;6;10;0.6;1;4;5;5;2;0;3;0;5;6;26;28;47;0;0;44;4;3;1;1;5;5;5;4;5;5;5;4;4;4;5;5;5;5;5;5;4;1;1;5;5;2;5;1;1;5
"Mitchell Robinson";1610612752;"NYK";"2024-04-02";24;13;11;0.542;655.5616666666666;64;111;0.577;0;0;0.0;17;46;0.37;121;110;231;15;25;33;29;11;45;46;145;31;606;2;0;515;6;6;1;2;6;6;6;6;1;1;1;6;6;6;5;6;6;6;6;6;6;1;1;6;6;2;6;6;1;6
"Jeremiah Robinson-Earl";1610612740;"NOP";"2024-03-26";33;18;15;0.545;308.295;42;86;0.488;12;34;0.353;12;15;0.8;21;48;69;20;13;10;4;3;23;12;108;-9;250;0;0;237;3;1;1;1;3;3;3;1;3;3;1;3;3;2;3;3;3;3;3;3;3;1;1;3;3;1;3;3;1;3
"Terry Rozier";1610612748;"MIA";"2024-04-02";28;14;14;0.5;896.015;177;412;0.43;57;160;0.356;59;64;0.922;17;108;125;135;37;26;9;24;45;63;470;21;891;1;0;857;10;9;1;6;9;8;8;4;8;9;6;8;9;1;9;8;8;8;9;9;9;3;2;9;8;3;9;5;3;9
"Terry Rozier";1610612766;"CHA";"2024-01-22";30;7;23;0.233;1064.9883333333332;252;549;0.459;83;232;0.358;109;129;0.845;17;100;117;198;65;32;12;29;52;108;696;-292;1200;3;0;1182;9;10;3;10;8;7;7;1;7;7;5;6;6;4;9;9;9;7;7;8;6;5;3;6;7;9;7;2;3;7
"Domantas Sabonis";1610612758;"SAC";"2024-04-02";75;44;31;0.587;2685.4933333333333;588;981;0.599;31;81;0.383;266;377;0.706;264;763;1027;624;248;67;44;78;227;342;1473;52;3726;71;26;3377;3;4;4;4;2;1;1;2;4;5;2;2;2;8;1;1;1;1;1;2;1;9;7;2;2;4;1;1;1;1
"Gui Santos";1610612744;"GSW";"2024-03-27";20;14;6;0.7;158.20666666666668;22;44;0.5;9;22;0.409;14;15;0.933;15;29;44;11;7;3;2;4;19;10;67;13;144;0;0;141;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Brice Sensabaugh";1610612762;"UTA";"2024-04-02";26;6;20;0.231;449.2466666666666;64;163;0.393;26;90;0.289;24;28;0.857;12;66;78;45;40;11;2;7;30;22;178;-136;338;1;0;353;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Ben Sheppard";1610612754;"IND";"2024-04-01";51;28;23;0.549;681.91;77;187;0.412;40;125;0.32;21;24;0.875;10;66;76;44;11;26;2;9;80;19;215;33;445;0;0;431;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Jericho Sims";1610612752;"NYK";"2024-03-27";43;28;15;0.651;561.2316666666667;38;54;0.704;0;0;0.0;14;22;0.636;54;88;142;24;16;8;18;2;42;24;90;-23;358;0;0;308;2;2;1;1;2;3;2;3;1;2;1;1;2;2;3;3;3;2;3;3;3;2;1;3;2;2;3;3;1;3
"Jalen Slawson";1610612758;"SAC";"2024-04-02";10;7;3;0.7;32.596666666666664;3;5;0.6;0;2;0.0;0;0;0.0;1;6;7;2;2;1;1;0;7;1;6;-11;21;0;0;19;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Jalen Smith";1610612754;"IND";"2024-04-01";55;32;23;0.582;957.92;215;358;0.601;58;132;0.439;66;97;0.68;100;209;309;55;40;14;35;9;117;90;554;-21;1114;5;0;1074;2;1;4;3;2;2;2;1;1;2;1;2;2;5;2;2;2;2;2;2;2;4;4;2;2;3;2;3;1;2
"Nick Smith Jr.";1610612766;"CHA";"2024-04-01";47;8;39;0.17;644.7933333333333;97;246;0.394;54;126;0.429;11;13;0.846;17;43;60;52;35;8;7;10;53;13;259;-174;419;0;0;455;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Jayson Tatum";1610612738;"BOS";"2024-04-01";70;55;15;0.786;2514.5866666666666;646;1364;0.474;221;582;0.38;393;472;0.833;63;516;579;343;181;72;41;60;139;323;1906;621;3273;25;0;3275;5;1;1;1;3;3;3;2;3;3;4;3;2;5;5;3;3;1;3;7;6;4;3;3;3;2;3;2;3;3
"Klay Thompson";1610612744;"GSW";"2024-04-02";71;37;34;0.521;2103.1916666666666;437;1030;0.424;239;629;0.38;114;124;0.919;32;202;234;159;107;44;31;23;120;84;1227;-48;1864;0;0;2009;8;9;9;10;9;9;9;10;5;4;11;8;8;1;6;9;9;9;9;10;8;2;3;9;9;10;9;5;1;9
"Xavier Tillman";1610612738;"BOS";"2024-04-01";14;12;2;0.857;194.38;18;37;0.486;3;17;0.176;4;6;0.667;11;30;41;13;3;5;5;1;11;4;43;48;139;0;0;120;5;5;1;1;5;5;5;3;5;4;5;5;5;1;5;5;5;5;5;5;5;1;1;5;5;1;5;4;1;5
"Obi Toppin";1610612754;"IND";"2024-04-01";76;43;33;0.566;1619.6733333333334;300;525;0.571;91;227;0.401;70;93;0.753;77;214;291;113;63;40;37;29;132;83;761;83;1448;1;0;1410;1;1;3;2;1;1;1;1;1;2;1;2;2;3;1;1;1;1;1;1;1;4;4;2;1;2;1;2;1;1
"Karl-Anthony Towns";1610612750;"MIN";"2024-03-04";60;41;19;0.683;1968.8266666666664;472;932;0.506;134;317;0.423;250;286;0.874;91;413;504;179;169;43;40;67;198;257;1328;343;2281;22;0;2311;6;3;2;1;6;6;6;7;3;3;1;6;6;1;8;6;7;6;5;6;8;5;4;6;6;2;7;8;3;6
"Myles Turner";1610612754;"IND";"2024-04-01";72;41;31;0.569;1950.2916666666667;439;848;0.518;105;299;0.351;228;295;0.773;108;387;495;92;103;38;135;40;221;245;1211;196;2359;15;0;2249;3;3;6;4;3;2;2;2;1;1;4;2;2;5;2;3;3;3;2;5;5;8;8;3;1;1;3;3;1;2
"Jarace Walker";1610612754;"IND";"2024-04-01";31;16;15;0.516;328.37333333333333;42;105;0.4;20;52;0.385;8;9;0.889;12;46;58;39;16;14;11;1;29;12;112;15;299;0;0;279;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Cason Wallace";1610612760;"OKC";"2024-04-02";75;52;23;0.693;1541.496666666667;200;401;0.499;91;214;0.425;25;33;0.758;48;124;172;103;39;61;32;20;119;36;516;102;1117;0;0;1068;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Jordan Walsh";1610612738;"BOS";"2024-03-22";6;6;0;1.0;39.95;3;8;0.375;0;4;0.0;0;0;0.0;3;10;13;4;2;2;1;0;6;0;6;34;35;0;0;29;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"P.J. Washington";1610612742;"DAL";"2024-04-02";23;16;7;0.696;737.4466666666667;95;235;0.404;38;131;0.29;24;39;0.615;26;111;137;30;21;24;21;11;48;33;252;113;575;1;0;547;6;5;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;6;6;2;6;6;1;6
"P.J. Washington";1610612766;"CHA";"2024-02-07";44;9;35;0.205;1285.5716666666667;227;509;0.446;79;244;0.324;67;94;0.713;53;179;232;97;66;38;32;27;112;78;600;-289;1168;2;0;1148;5;6;4;6;5;5;5;3;5;4;5;4;4;4;5;5;5;5;5;5;5;3;2;4;5;5;5;5;1;5
"Russell Westbrook";1610612746;"LAC";"2024-04-02";63;41;22;0.651;1409.6666666666667;277;613;0.452;39;145;0.269;104;151;0.689;88;222;310;276;129;68;21;42;111;115;697;53;1621;7;0;1500;13;9;5;6;16;16;16;5;13;13;15;16;16;12;14;13;14;16;16;15;8;3;3;16;16;12;16;15;15;16
"Aaron Wiggins";1610612760;"OKC";"2024-04-02";71;50;21;0.704;1069.055;177;311;0.569;54;111;0.486;47;60;0.783;57;110;167;67;48;44;17;25;80;51;455;63;891;0;0;865;1;1;1;1;3;2;3;1;1;3;1;3;3;2;2;3;3;3;3;1;1;2;1;3;2;1;2;2;1;2
"Grant Williams";1610612766;"CHA";"2024-04-01";24;8;16;0.333;718.9283333333333;120;241;0.498;38;109;0.349;54;72;0.75;36;88;124;61;46;17;10;11;71;87;332;-91;607;2;0;609;6;6;1;6;6;4;5;1;5;5;5;3;3;3;6;6;6;6;6;6;6;1;1;3;4;5;6;2;1;6
"Grant Williams";1610612742;"DAL";"2024-02-06";47;24;23;0.511;1241.715;131;317;0.413;79;210;0.376;41;55;0.745;46;123;169;81;53;24;27;16;137;64;382;-116;806;0;0;813;5;5;3;4;3;3;3;5;3;3;3;4;4;4;5;4;5;2;4;5;4;4;2;4;3;6;3;4;1;3
"Jalen Williams";1610612760;"OKC";"2024-03-31";67;47;20;0.701;2124.258333333333;515;953;0.54;100;232;0.431;178;219;0.813;37;230;267;308;119;75;43;50;173;181;1308;331;2325;3;0;2219;2;1;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1
"Jaylin Williams";1610612760;"OKC";"2024-04-02";62;43;19;0.694;796.24;79;199;0.397;46;128;0.359;28;34;0.824;32;178;210;95;30;25;25;9;91;49;232;119;747;0;0;683;1;1;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;1;2;2;1;1;1;2;2;1;2;1;1;2
"Mark Williams";1610612766;"CHA";"2023-12-08";19;7;12;0.368;508.39166666666665;98;151;0.649;0;0;0.0;46;64;0.719;76;108;184;22;17;16;20;18;50;53;242;-21;587;8;0;520;2;2;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2;1;2;2;2;1;1;2;2;1;2;2;1;2
"Zion Williamson";1610612740;"NOP";"2024-04-01";64;38;26;0.594;2002.7933333333333;571;979;0.583;5;14;0.357;319;457;0.698;113;259;372;320;175;61;38;111;148;332;1466;116;2514;11;0;2361;1;1;3;1;2;2;2;4;4;3;3;2;2;2;2;2;2;1;1;1;2;3;4;2;2;2;2;2;1;2
"Isaiah Wong";1610612754;"IND";"2024-04-01";1;1;0;1.0;4.283333333333333;1;3;0.333;0;1;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;2;-5;2;0;0;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"Cody Zeller";1610612740;"NOP";"2024-03-22";40;24;16;0.6;304.4533333333333;25;60;0.417;1;3;0.333;23;38;0.605;47;62;109;36;15;9;5;10;42;37;74;57;286;0;0;248;8;5;3;1;10;11;10;11;5;6;3;11;10;11;10;10;10;8;10;9;10;2;2;10;11;3;10;9;1;10
